Lugar;Espacialidade;"COD IBGE";"IDHM (2010)"
"Santa Cruz de Salinas (MG)";Município;315737;0,577
"Santa Cruz dos Milagres (PI)";Município;220915;0,577
"São José de Espinharas (PB)";Município;251440;0,577
"São Sebastião do Uatumã (AM)";Município;130395;0,577
"Tanhaçu (BA)";Município;293100;0,577
"União (PI)";Município;221110;0,577
"Vereda (BA)";Município;293325;0,577
"Água Boa (MG)";Município;310060;0,576
"Alagoa Nova (PB)";Município;250040;0,576
"Bela Vista do Piauí (PI)";Município;220155;0,576
"Canto do Buriti (PI)";Município;220230;0,576
"Carinhanha (BA)";Município;290710;0,576
"Coroatá (MA)";Município;210360;0,576
"Exu (PE)";Município;260530;0,576
"Frei Miguelinho (PE)";Município;260580;0,576
"Goiatins (TO)";Município;170900;0,576
"Gongogi (BA)";Município;291150;0,576
"Ibirataia (BA)";Município;291290;0,576
"Irajuba (BA)";Município;291420;0,576
"Itaubal (AP)";Município;160025;0,576
"João Alfredo (PE)";Município;260810;0,576
"Maiquinique (BA)";Município;292000;0,576
"Nazaré do Piauí (PI)";Município;220670;0,576
"Olho D'Água do Piauí (PI)";Município;220710;0,576
"Pirapemas (MA)";Município;210880;0,576
"Poção de Pedras (MA)";Município;210890;0,576
"Porto Acre (AC)";Município;120080;0,576
"Riachão (MA)";Município;210950;0,576
"Rio do Antônio (BA)";Município;292680;0,576
"Tarrafas (CE)";Município;231325;0,576
"Vila Flor (RN)";Município;241500;0,576
"Abaré (BA)";Município;290020;0,575
"Aratuípe (BA)";Município;290230;0,575
"Barra da Estiva (BA)";Município;290280;0,575
"Belo Campo (BA)";Município;290350;0,575
"Boa Hora (PI)";Município;220177;0,575
"Botuporã (BA)";Município;290420;0,575
"Capixaba (AC)";Município;120017;0,575
"Chã Preta (AL)";Município;270190;0,575
"Itambé (PE)";Município;260765;0,575
"Jaqueira (PE)";Município;260795;0,575
"Jitaúna (BA)";Município;291830;0,575
"Junqueiro (AL)";Município;270400;0,575
"Jupi (PE)";Município;260830;0,575
"Mocajuba (PA)";Município;150460;0,575
"Montes Altos (MA)";Município;210700;0,575
"Olinda Nova do Maranhão (MA)";Município;210745;0,575
"Paes Landim (PI)";Município;220730;0,575
"Parnaguá (PI)";Município;220760;0,575
"Piripá (BA)";Município;292470;0,575
"Saboeiro (CE)";Município;231190;0,575
"Simões (PI)";Município;221070;0,575
"Várzea do Poço (BA)";Município;293310;0,575
"Baraúna (RN)";Município;240145;0,574
"Barreirinha (AM)";Município;130050;0,574
"Benjamin Constant (AM)";Município;130060;0,574
"Bonito de Santa Fé (PB)";Município;250240;0,574
"Brejinho (PE)";Município;260250;0,574
"Buriti dos Montes (PI)";Município;220202;0,574
"Caiçara do Norte (RN)";Município;240185;0,574
"Carutapera (MA)";Município;210290;0,574
"Catingueira (PB)";Município;250420;0,574
"Iaçu (BA)";Município;291190;0,574
"Igrapiúna (BA)";Município;291345;0,574
"Januário Cicco (RN)";Município;240530;0,574
"Maragogi (AL)";Município;270450;0,574
"Mogeiro (PB)";Município;250940;0,574
"Pau D'Arco (PA)";Município;150555;0,574
"Pedra Lavrada (PB)";Município;251110;0,574
"Pindoba (AL)";Município;270700;0,574
"Riachão (PB)";Município;251274;0,574
"Santa Inês (BA)";Município;292790;0,574
"Santana do Piauí (PI)";Município;220935;0,574
"Santo Antônio do Jacinto (MG)";Município;316030;0,574
"São Félix do Tocantins (TO)";Município;172015;0,574
"Alcântara (MA)";Município;210020;0,573
"Caldeirão Grande (BA)";Município;290550;0,573
"Capela (AL)";Município;270170;0,573
"Carnaubeira da Penha (PE)";Município;260392;0,573
"Cerro Azul (PR)";Município;410520;0,573
"Cristalândia do Piauí (PI)";Município;220300;0,573
"Ipueiras (CE)";Município;230590;0,573
"Manoel Emídio (PI)";Município;220590;0,573
"Nova Olinda (PB)";Município;251020;0,573
"Pedra Bonita (MG)";Município;314875;0,573
"São José da Laje (AL)";Município;270830;0,573
"São José do Peixe (PI)";Município;221010;0,573
"São Sebastião do Tocantins (TO)";Município;172030;0,573
"Sobrado (PB)";Município;251597;0,573
"Sossêgo (PB)";Município;251615;0,573
"Tacaratu (PE)";Município;261480;0,573
"Água Branca (PB)";Município;250010;0,572
"Alvorada de Minas (MG)";Município;310240;0,572
"Angelim (PE)";Município;260100;0,572
"Barra de São Miguel (PB)";Município;250170;0,572
"Cumaru (PE)";Município;260490;0,572
"Governador Eugênio Barros (MA)";Município;210460;0,572
"Inhangapi (PA)";Município;150340;0,572
"Itaeté (BA)";Município;291500;0,572
"Itapebi (BA)";Município;291630;0,572
"Mairi (BA)";Município;292010;0,572
"Matina (BA)";Município;292105;0,572
"Maturéia (PB)";Município;250939;0,572
"Olho D'Água (PB)";Município;251040;0,572
"Ouricuri (PE)";Município;260990;0,572
"Piaçabuçu (AL)";Município;270680;0,572
"Planaltino (BA)";Município;292490;0,572
"Riachinho (TO)";Município;171855;0,572
"Rio Grande do Piauí (PI)";Município;220900;0,572
"Rio Real (BA)";Município;292700;0,572
"Santa Inês (PB)";Município;251335;0,572
"São Bernardo (MA)";Município;211060;0,572
"São Brás (AL)";Município;270820;0,572
"Sítio Novo (RN)";Município;241370;0,572
"Touros (RN)";Município;241440;0,572
"Tuntum (MA)";Município;211230;0,572
"Barroquinha (CE)";Município;230205;0,571
"Calumbi (PE)";Município;260340;0,571
"Caturama (BA)";Município;290755;0,571
"Iramaia (BA)";Município;291430;0,571
"Itapitanga (BA)";Município;291660;0,571
"Jussara (BA)";Município;291850;0,571
"Novo Cruzeiro (MG)";Município;314530;0,571
"Palmeirante (TO)";Município;171570;0,571
"Pedro Ii (PI)";Município;220790;0,571
"Piatã (BA)";Município;292430;0,571
"Santa Helena (MA)";Município;210980;0,571
"Várzea Grande (PI)";Município;221140;0,571
"Viçosa do Ceará (CE)";Município;231410;0,571
"Vieirópolis (PB)";Município;251720;0,571
"Araças (BA)";Município;290205;0,570
"Barreirinhas (MA)";Município;210170;0,570
"Brotas de Macaúbas (BA)";Município;290450;0,570
"Campo Alegre (AL)";Município;270140;0,570
"Casa Nova (BA)";Município;290720;0,570
"Cuitegi (PB)";Município;250520;0,570
"Esperantina (TO)";Município;170740;0,570
"Graça (CE)";Município;230465;0,570
"Graça Aranha (MA)";Município;210470;0,570
"Ituaçu (BA)";Município;291720;0,570
"Japaratinga (AL)";Município;270360;0,570
"Juazeiro do Piauí (PI)";Município;220551;0,570
"Juru (PB)";Município;250800;0,570
"Lagoa de Dentro (PB)";Município;250820;0,570
"Lizarda (TO)";Município;171240;0,570
"Maracanã (PA)";Município;150430;0,570
"Mata Roma (MA)";Município;210640;0,570
"Nova Ibiá (BA)";Município;292275;0,570
"Novo Airão (AM)";Município;130320;0,570
"Parambu (CE)";Município;231030;0,570
"Pitimbu (PB)";Município;251190;0,570
"Riacho das Almas (PE)";Município;261170;0,570
"Santo Antônio do Retiro (MG)";Município;316045;0,570
"São Francisco do Piauí (PI)";Município;220970;0,570
"São João (PE)";Município;261320;0,570
"Senador Georgino Avelino (RN)";Município;241320;0,570
"Serra Redonda (PB)";Município;251580;0,570
"Vitorino Freire (MA)";Município;211300;0,570
"Aiuaba (CE)";Município;230040;0,569
"Caapiranga (AM)";Município;130083;0,569
"Canhoba (SE)";Município;280110;0,569
"Centenário (TO)";Município;170410;0,569
"Governador Nunes Freire (MA)";Município;210467;0,569
"Guajeru (BA)";Município;291165;0,569
"Igarapé do Meio (MA)";Município;210515;0,569
"Jandaíra (RN)";Município;240510;0,569
"Japi (RN)";Município;240540;0,569
"Maravilha (AL)";Município;270460;0,569
"Panelas (PE)";Município;261020;0,569
"Rio do Fogo (RN)";Município;240895;0,569
"São João da Ponte (MG)";Município;316240;0,569
"Sapé (PB)";Município;251530;0,569
"Taipu (RN)";Município;241390;0,569
"Anadia (AL)";Município;270020;0,568
"Apicum-Açu (MA)";Município;210083;0,568
"Aurelino Leal (BA)";Município;290240;0,568
"Bananeiras (PB)";Município;250150;0,568
"Breu Branco (PA)";Município;150178;0,568
"Caldas Brandão (PB)";Município;250380;0,568
"Careiro da Várzea (AM)";Município;130115;0,568
"Congonhas do Norte (MG)";Município;311810;0,568
"Cortês (PE)";Município;260480;0,568
"General Sampaio (CE)";Município;230460;0,568
"Gonçalves Dias (MA)";Município;210440;0,568
"Igreja Nova (AL)";Município;270320;0,568
"Messias (AL)";Município;270520;0,568
"Ourém (PA)";Município;150540;0,568
"Pedro Velho (RN)";Município;240980;0,568
"Porto da Folha (SE)";Município;280560;0,568
"Riacho dos Cavalos (PB)";Município;251280;0,568
"Salgado de São Félix (PB)";Município;251310;0,568
"Sucupira do Riachão (MA)";Município;211195;0,568
"Araruna (PB)";Município;250100;0,567
"Barra de Santana (PB)";Município;250157;0,567
"Boa Nova (BA)";Município;290370;0,567
"Camalaú (PB)";Município;250390;0,567
"Canindé de São Francisco (SE)";Município;280120;0,567
"Casinhas (PE)";Município;260415;0,567
"Euclides da Cunha (BA)";Município;291070;0,567
"Juazeirinho (PB)";Município;250770;0,567
"Jussari (BA)";Município;291855;0,567
"Magalhães de Almeida (MA)";Município;210630;0,567
"Massaranduba (PB)";Município;250920;0,567
"Nova Redenção (BA)";Município;292285;0,567
"Pedra (PE)";Município;261080;0,567
"Pureza (RN)";Município;241040;0,567
"Rodrigues Alves (AC)";Município;120042;0,567
"Santa Helena de Minas (MG)";Município;315765;0,567
"Santa Rosa do Piauí (PI)";Município;220937;0,567
"São Miguel do Aleixo (SE)";Município;280700;0,567
"Barcelona (RN)";Município;240150;0,566
"Calçado (PE)";Município;260330;0,566
"Concórdia do Pará (PA)";Município;150275;0,566
"Cristino Castro (PI)";Município;220310;0,566
"Cubati (PB)";Município;250500;0,566
"Jatobá do Piauí (PI)";Município;220527;0,566
"Lagoa do Mato (MA)";Município;210592;0,566
"Livramento (PB)";Município;250850;0,566
"Major Isidoro (AL)";Município;270440;0,566
"Manoel Vitorino (BA)";Município;292040;0,566
"Mulungu do Morro (BA)";Município;292205;0,566
"Nova Colinas (MA)";Município;210725;0,566
"Pimenteiras (PI)";Município;220810;0,566
"Santo Antônio dos Lopes (MA)";Município;211030;0,566
"São José do Jacuri (MG)";Município;316350;0,566
"Serra Preta (BA)";Município;293040;0,566
"Taperoá (BA)";Município;293120;0,566
"Teofilândia (BA)";Município;293150;0,566
"Uruoca (CE)";Município;231390;0,566
"Vista Serrana (PB)";Município;250550;0,566
"Boa Vista do Ramos (AM)";Município;130068;0,565
"Bodocó (PE)";Município;260200;0,565
"Buriti dos Lopes (PI)";Município;220200;0,565
"Buritirama (BA)";Município;290475;0,565
"Camamu (BA)";Município;290580;0,565
"Canápolis (BA)";Município;290610;0,565
"Cantanhede (MA)";Município;210270;0,565
"Coivaras (PI)";Município;220273;0,565
"Feliz Deserto (AL)";Município;270270;0,565
"Filadélfia (BA)";Município;291085;0,565
"Governador Archer (MA)";Município;210450;0,565
"Inhambupe (BA)";Município;291370;0,565
"Jardim de Angicos (RN)";Município;240550;0,565
"Mato Grosso (PB)";Município;250937;0,565
"Mulungu (PB)";Município;250980;0,565
"Olho D'Água das Flores (AL)";Município;270570;0,565
"Palmópolis (MG)";Município;314675;0,565
"Prata do Piauí (PI)";Município;220860;0,565
"Sambaíba (MA)";Município;210970;0,565
"São José de Caiana (PB)";Município;251430;0,565
"São José de Princesa (PB)";Município;251455;0,565
"São José do Divino (PI)";Município;221005;0,565
"Senhora do Porto (MG)";Município;316610;0,565
"Vila Nova do Piauí (PI)";Município;221160;0,565
"Água Azul do Norte (PA)";Município;150034;0,564
"Alenquer (PA)";Município;150040;0,564
"Araripe (CE)";Município;230130;0,564
"Baixa Grande do Ribeiro (PI)";Município;220115;0,564
"Cacimba de Dentro (PB)";Município;250350;0,564
"Coelho Neto (MA)";Município;210340;0,564
"Francinópolis (PI)";Município;220400;0,564
"Galinhos (RN)";Município;240410;0,564
"Gararu (SE)";Município;280240;0,564
"Igaci (AL)";Município;270310;0,564
"Itapororoca (PB)";Município;250710;0,564
"Josenópolis (MG)";Município;313657;0,564
"Peritoró (MA)";Município;210845;0,564
"Pilõezinhos (PB)";Município;251170;0,564
"Pio Ix (PI)";Município;220820;0,564
"Rafael Jambeiro (BA)";Município;292595;0,564
"Sítio do Mato (BA)";Município;293075;0,564
"Sítio Novo (MA)";Município;211180;0,564
"Teotônio Vilela (AL)";Município;270915;0,564
"Almadina (BA)";Município;290090;0,563
"Bom Conselho (PE)";Município;260210;0,563
"Codajás (AM)";Município;130130;0,563
"Eirunepé (AM)";Município;130140;0,563
"Faro (PA)";Município;150300;0,563
"Heliópolis (BA)";Município;291185;0,563
"Ilha Grande (PI)";Município;220465;0,563
"Lagoa (PB)";Município;250810;0,563
"Madeiro (PI)";Município;220585;0,563
"Minador do Negrão (AL)";Município;270530;0,563
"Patos do Piauí (PI)";Município;220777;0,563
"Piçarra (PA)";Município;150563;0,563
"Porto Alegre do Piauí (PI)";Município;220855;0,563
"Presidente Juscelino (RN)";Município;241030;0,563
"Presidente Juscelino (MA)";Município;210920;0,563
"Salgadinho (PB)";Município;251300;0,563
"São Miguel da Baixa Grande (PI)";Município;221038;0,563
"Vertente do Lério (PE)";Município;261618;0,563
"Areia de Baraúnas (PB)";Município;250115;0,562
"Barra de Santa Rosa (PB)";Município;250160;0,562
"Bom Lugar (MA)";Município;210207;0,562
"Brejo (MA)";Município;210210;0,562
"Brejo da Madre de Deus (PE)";Município;260260;0,562
"Cajazeiras do Piauí (PI)";Município;220207;0,562
"Cajueiro (AL)";Município;270130;0,562
"Canudos (BA)";Município;290682;0,562
"Ilha das Flores (SE)";Município;280270;0,562
"Itaguaçu da Bahia (BA)";Município;291535;0,562
"Itatira (CE)";Município;230660;0,562
"Itatuba (PB)";Município;250720;0,562
"Jundiá (AL)";Município;270390;0,562
"Malhada (BA)";Município;292020;0,562
"Marcolândia (PI)";Município;220595;0,562
"Matias Olímpio (PI)";Município;220610;0,562
"Nazarezinho (PB)";Município;251000;0,562
"Novo Oriente do Piauí (PI)";Município;220690;0,562
"Orizânia (MG)";Município;314587;0,562
"Palmeirais (PI)";Município;220750;0,562
"Pedro Laurentino (PI)";Município;220793;0,562
"Ponta de Pedras (PA)";Município;150570;0,562
"Potengi (CE)";Município;231120;0,562
"Sebastião Leal (PI)";Município;221063;0,562
"Trairão (PA)";Município;150805;0,562
"América Dourada (BA)";Município;290115;0,561
"Anori (AM)";Município;130010;0,561
"Antônio Cardoso (BA)";Município;290170;0,561
"Atalaia (AL)";Município;270040;0,561
"Bonito (BA)";Município;290405;0,561
"Bonito (PE)";Município;260230;0,561
"Caatiba (BA)";Município;290480;0,561
"Cândido Mendes (MA)";Município;210260;0,561
"Dirceu Arcoverde (PI)";Município;220335;0,561
"Geminiano (PI)";Município;220435;0,561
"Itaporanga D'Ajuda (SE)";Município;280320;0,561
"Jatobá (MA)";Município;210545;0,561
"João Costa (PI)";Município;220535;0,561
"Joselândia (MA)";Município;210560;0,561
"Marcionílio Souza (BA)";Município;292080;0,561
"Monsenhor Hipólito (PI)";Município;220650;0,561
"Passagem Franca do Piauí (PI)";Município;220775;0,561
"Paulino Neves (MA)";Município;210805;0,561
"Poço Verde (SE)";Município;280550;0,561
"Socorro do Piauí (PI)";Município;221090;0,561
"Turiaçu (MA)";Município;211240;0,561
"Tutóia (MA)";Município;211250;0,561
"Amaturá (AM)";Município;130006;0,560
"Arraial (PI)";Município;220100;0,560
"Boqueirão do Piauí (PI)";Município;220194;0,560
"Borba (AM)";Município;130080;0,560
"Campo Grande do Piauí (PI)";Município;220213;0,560
"Conde (BA)";Município;290860;0,560
"Eldorado dos Carajás (PA)";Município;150295;0,560
"Fagundes (PB)";Município;250610;0,560
"Goianésia do Pará (PA)";Município;150309;0,560
"Japoatã (SE)";Município;280340;0,560
"Nordestina (BA)";Município;292265;0,560
"Ourolândia (BA)";Município;292335;0,560
"Pilões (PB)";Município;251160;0,560
"Planalto (BA)";Município;292500;0,560
"São Gonçalo do Gurguéia (PI)";Município;220975;0,560
"Sericita (MG)";Município;316630;0,560
"Una (BA)";Município;293250;0,560
"Arataca (BA)";Município;290225;0,559
"Betânia (PE)";Município;260180;0,559
"Campestre (AL)";Município;270135;0,559
"Fátima (BA)";Município;291075;0,559
"Gentio do Ouro (BA)";Município;291130;0,559
"Granja (CE)";Município;230470;0,559
"Irituia (PA)";Município;150350;0,559
"Olindina (BA)";Município;292310;0,559
"Pajeú do Piauí (PI)";Município;220735;0,559
"Pedra Grande (RN)";Município;240950;0,559
"Presidente Tancredo Neves (BA)";Município;292575;0,559
"Quebrangulo (AL)";Município;270760;0,559
"Saloá (PE)";Município;261230;0,559
"São João da Canabrava (PI)";Município;220985;0,559
"São João da Varjota (PI)";Município;220995;0,559
"Alto Alegre do Pindaré (MA)";Município;210047;0,558
"Baraúna (PB)";Município;250153;0,558
"Bernardino Batista (PB)";Município;250205;0,558
"Bom Jesus das Selvas (MA)";Município;210203;0,558
"Borborema (PB)";Município;250270;0,558
"Caraí (MG)";Município;311300;0,558
"Espírito Santo (RN)";Município;240350;0,558
"Guaratinga (BA)";Município;291180;0,558
"Ibirapitanga (BA)";Município;291270;0,558
"Jacaraú (PB)";Município;250730;0,558
"Morpará (BA)";Município;292160;0,558
"Nova Olinda do Norte (AM)";Município;130310;0,558
"Palestina (AL)";Município;270620;0,558
"Pedra Preta (RN)";Município;240960;0,558
"Rio Vermelho (MG)";Município;315600;0,558
"Santo Antônio do Itambé (MG)";Município;316020;0,558
"São Sebastião da Boa Vista (PA)";Município;150770;0,558
"Barra (BA)";Município;290270;0,557
"Barra de Santo Antônio (AL)";Município;270050;0,557
"Barreiras do Piauí (PI)";Município;220130;0,557
"Beneditinos (PI)";Município;220160;0,557
"Campo Alegre de Lourdes (BA)";Município;290590;0,557
"Cansanção (BA)";Município;290680;0,557
"Careiro (AM)";Município;130110;0,557
"Floresta Azul (BA)";Município;291100;0,557
"Imaculada (PB)";Município;250670;0,557
"Lago Verde (MA)";Município;210590;0,557
"Montanhas (RN)";Município;240770;0,557
"Palmeira do Piauí (PI)";Município;220740;0,557
"Presidente Sarney (MA)";Município;210927;0,557
"Santa Cruz do Arari (PA)";Município;150640;0,557
"São Félix de Balsas (MA)";Município;211080;0,557
"São José dos Basílios (MA)";Município;211125;0,557
"Serra Azul de Minas (MG)";Município;316650;0,557
"Tobias Barreto (SE)";Município;280740;0,557
"Buriticupu (MA)";Município;210232;0,556
"Flores (PE)";Município;260560;0,556
